,BBLE,BLOCK,LOT,EASEMENT,OWNER,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,STADDR,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,EXCD2,PERIOD,YEAR,VALTYPE,manhattan_score,euclidean_score,autoencoder_score,weighted_score
160564,2055160093,5516,93,,EDGEWATER PARK OWNRSE,A8,1D,100,130,1.0,530000,11353,20606,5431,5431,1010.0,18 ALDEN PARK,10465.0,,21,36,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
162105,1013000001E,1300,1,E,PENN CENTRAL,U6,3,0,0,,0,0,0,0,0,,EAST 45 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
163997,1006450011E,645,11,E,,U6,3,0,0,,0,0,0,0,0,,WASHINGTON STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
167527,1013720052E,1372,52,E,,U9,3,0,0,,0,0,0,0,0,,RIVER TERRACE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
169416,1012651045,1265,1045,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10081475,1099791,4536664,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1099791.0,3949068.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
171618,1009620008G,962,8,G,NATIONAL PASS RR CORP,U9,3,0,0,,0,0,0,0,0,,EAST 30 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
172405,1010690060E,1069,60,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
174245,1012651021,1265,1021,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9762681,1065015,4393206,1065015,4393206,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1065015.0,3824192.0,1065015.0,3824192.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
174394,4163250300,16325,300,,UNITED STATES/AMER/A/,V1,4,178,1938,,229776000,103399200,103399200,103399200,103399200,4600.0,BEACH 149 STREET,,X1,0,0,71671680.0,71671680.0,71671680.0,71671680.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
177744,1012651053,1265,1053,,RCPI 30 ROCK 22234849,R5,4,0,0,70.0,9721119,1060479,4374504,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1060479.0,3807911.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
180683,4084890001,8489,1,,NORTH SHORE TOWERS AP,D4,2,950,200,33.0,326000000,47700000,146700000,15568272,15568272,1010.0,269 GRAND CENTRAL PKWY,11005.0,,410,73,43074000.0,133770898.0,14469180.0,14469180.0,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
180840,1011870002E,1187,2,E,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,RIVERSIDE PARK,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
183015,4160900025G,16090,25,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,BEACH 75 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
185110,1016040006,1604,6,,MOUNT SINAI HOSPITAL,I1,4,624,420,14.0,431000000,28305000,193950000,28305000,193950000,1401.0,17 EAST 98 STREET,10029.0,X7,624,420,26305200.0,171749880.0,26305200.0,171749880.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
185225,4000650001H,65,1,H,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
186097,1012651085,1265,1085,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,14876179,1622849,6694281,1622849,6694281,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1622849.0,5827231.0,1622849.0,5827231.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
186727,2055040050,5504,50,,SILVER BEACH GARDENS,A8,1D,203,375,1.0,9080000,198626,360705,64415,64415,1010.0,SILVER BEACH,10465.0,,16,30,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
187902,1012651078,1265,1078,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,377672,41199,169952,41199,169952,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,41199.0,147933.0,41199.0,147933.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
191689,4000650001I,65,1,I,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
191913,1000163774,16,3774,,"STEYN, LAWRENCE",R4,2,0,0,31.0,848277,43021,381725,43021,381725,6800.0,2 RIVER TERRACE,10282.0,,0,0,15729.0,386906.0,15729.0,386906.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
194414,3001990003F,199,3,F,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST RIVER,11201.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
194931,1012651014,1265,1014,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9401468,1025609,4230661,1025609,4230661,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1025609.0,3682699.0,1025609.0,3682699.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
196788,4007620044F,762,44,F,CITY OF NEW YORK,U9,3,12,100,,0,0,0,0,0,,49 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
197654,1010320029,1032,29,,PORT AUTHORITY OF NY,T9,4,197,373,6.0,299901000,74088000,134955450,74088000,134955450,6120.0,641 8 AVENUE,10036.0,X4,200,801,65699730.0,121478670.0,65699730.0,121478670.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
199780,1021700281E,2170,281,E,N Y C --TUNNEL,U1,3,27,182,,0,0,0,0,0,,WADSWORTH AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
200101,1010790029E,1079,29,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,10 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
200271,1009620008F,962,8,F,NATIONAL PASS RR CORP,U9,3,0,0,,0,0,0,0,0,,EAST 30 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
201671,1012651024,1265,1024,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9926417,1082879,4466888,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1082879.0,3888332.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
203227,1007080001E,708,1,E,CONRAIL CORP,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
204398,1011710001F,1171,1,F,CITY OF NEW YORK,U9,3,0,0,,0,0,0,0,0,,WEST 79 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
204487,1012651041,1265,1041,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10074529,1099036,4533538,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1099036.0,3946349.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
207795,1005960092E,596,92,E,,U9,3,0,0,,0,0,0,0,0,,SPRING STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
209664,1012651061,1265,1061,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9181428,1001607,4131643,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1001607.0,3596507.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
210399,1009200012E,920,12,E,CNY/TBTA,V7,4,42,197,,4480000,2016000,2016000,2016000,2016000,6200.0,601 3 AVENUE,10016.0,X4,0,0,1314900.0,1314900.0,1314900.0,1314900.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
210454,4159450001G,15945,1,G,CITY OF NEW YORK,U9,3,13,72,,0,0,0,0,0,,SEAGIRT BOULEVARD,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
210764,4163500022,16350,22,,DEPT RE-CITY OF NY,V1,4,186,312,,13900000,6255000,6255000,6255000,6255000,4600.0,10-10 ROCKAWAY POINT BLVD,11697.0,X3,0,0,5218200.0,5218200.0,5218200.0,5218200.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
211322,1021400011E,2140,11,E,CITY OF NEW YORK,U9,3,0,0,,0,0,0,0,0,,RIVERSIDE DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
212207,1009390024E,939,24,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
212256,1012651037,1265,1037,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9587699,1045928,4314465,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1045928.0,3755649.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
212794,1000440001E,44,1,E,NYC DEPT OF HIGHWAYS,Z7,4,220,409,,8210000,3694500,3694500,3694500,3694500,2262.0,NASSAU STREET,,X1,0,0,2409300.0,2409300.0,2409300.0,2409300.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
212811,1012651055,1265,1055,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9291446,1013607,4181151,1013607,4181151,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1013607.0,3639603.0,1013607.0,3639603.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
213460,1012651074,1265,1074,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,4277216,22965,1924747,0,1629393,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,22965.0,1639898.0,,1616933.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
214682,2055030050,5503,50,,SILVER BEACH GARDENS,A8,1D,228,455,1.0,9255000,202780,375346,67031,67031,1010.0,SILVER BEACH,10465.0,,16,30,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
215801,3021860001F,2186,1,F,CITY OF NEW YORK,V0,1B,0,0,,293000,7718,7718,0,0,,WYTHE AVENUE,11211.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
216060,1013000006E,1300,6,E,PENN CENTRAL,U8,3,0,0,,0,0,0,0,0,,EAST 45 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
217214,1012809010,1280,9010,,"200 PARK, L.P.",O4,4,394,382,58.0,925555555,94950000,416500000,0,28134000,1985.0,200 PARK AVENUE,10017.0,,325,347,94950000.0,388620000.0,,28134000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
220519,1012670001,1267,1,,"555 1290 HOLDINGS, LL",O4,4,200,448,43.0,608222222,116100000,273700000,0,0,,1280 AVENUE OF THE AMER,10019.0,,200,448,116100000.0,276784996.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
222130,1007140001E,714,1,E,CONRAIL,U6,3,0,0,,0,0,0,0,0,,10 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
224532,1021380040,2138,40,,PRESBYTERIAN HSP CITY,I1,4,536,666,22.0,306000000,13500000,137700000,13500000,137700000,1401.0,180 FT WASHINGTON AVENUE,10032.0,X7,485,310,12492450.0,131832448.0,12492450.0,131832448.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
228017,1012920015,1292,15,,590 MADISON AVE LLC D,O3,4,200,195,43.0,500000000,38655000,225000000,0,0,,580 MADISON AVENUE,10022.0,,195,190,38655000.0,188370000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
228666,1000160235,16,235,,,D1,2,260,179,32.0,17845000,1620000,8030250,1620000,1620000,6800.0,200 NORTH END AVENUE,10282.0,,0,0,1377081.0,7787331.0,1377081.0,1377081.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
229428,2054550060,5455,60,,SOUTH BEACH GARDENS C,A8,1D,501,506,1.0,21100000,461292,846371,151147,151147,1010.0,83 SILVER BEACH,10465.0,,18,36,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
229541,1004560001E,456,1,E,CNY/NYCTA,U7,3,313,1926,,0,0,0,0,0,,EAST HOUSTON STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
235652,1012651104,1265,1104,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3163533,345112,1423590,345112,1423590,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,345112.0,1239201.0,345112.0,1239201.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
236246,1010060013,1006,13,,1325 AVENUE OF THE AM,O2,4,162,200,35.0,285000000,57600000,128250000,0,0,,141 WEST 53 STREET,10019.0,,281,200,57600000.0,128954200.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
239994,4161890001,16189,1,,PARKS AND RECREATION,Q1,4,600,433,,201000000,90450000,90450000,90450000,90450000,2231.0,BEACH 116 STREET,,X1,0,0,85770000.0,85770000.0,85770000.0,85770000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
240666,1010050001,1005,1,,"HOST MARRIOTT, L.P.",H1,4,200,305,49.0,321111111,77400000,144500000,0,14929920,1985.0,801 7 AVENUE,10019.0,,198,296,64296000.0,151742531.0,,14929920.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
241149,1012681102,1268,1102,,,R5,4,200,315,40.0,483000000,80734554,217350000,0,1722900,1985.0,666 5 AVENUE,10019.0,,200,315,80734554.0,226383703.0,,1722900.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
242674,1021780003E,2178,3,E,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,RIVERSIDE DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
243228,1012710038,1271,38,,712 FIFTH AVENUE L P,O3,4,28,150,50.0,275000000,40500000,123750000,0,0,,712 5 AVENUE,10019.0,,25,115,33300000.0,114690002.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
245846,1022150671F,2215,671,F,NYC DEPT ENVIRON PROT,U9,3,0,0,,0,0,0,0,0,,80 WEST 225 STREET,10463.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
245944,1000160200,16,200,,BATTERY PARK CITY AUT,D8,2,141,196,27.0,78000000,6075000,35100000,6075000,35100000,2191.0,400 CHAMBERS STREET,10282.0,,0,0,6075000.0,35757000.0,6075000.0,35757000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
246250,4163500300,16350,300,,WILLIAM R. BRENNAN,A8,1D,540,345,1.0,82400000,2874000,4944000,1223253,1250253,1010.0,202-30 ROCKAWAY POINT BLVD,11697.0,,30,40,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
247015,1012840033E,1284,33,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,PARK AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
247863,1012651097,1265,1097,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3181733,347098,1431780,347098,1431780,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,347098.0,1246332.0,347098.0,1246332.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
249065,1000160260,16,260,,NEW YORK STATE DEPART,O4,4,286,131,44.0,580000000,16560000,261000000,16560000,261000000,6800.0,200 WEST STREET,10282.0,,200,400,15318000.0,259704000.0,15318000.0,259704000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
250866,1012651030,1265,1030,,RCPI 30 ROCK 22234849,R5,4,0,0,70.0,10768959,1091381,4846032,1091381,4846032,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1091381.0,4204108.0,1091381.0,4204108.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
252081,4163250227,16325,227,,HEALTH AND HOSPITALS,N2,4,535,460,3.0,13300000,3118500,5985000,3118500,5985000,2220.0,67 ROCKAWAY BEACH BLVD,11695.0,X1,20,50,2787300.0,5355000.0,2787300.0,5355000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
254153,4158510048G,15851,48,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,BEACH 42 STREET,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
254318,1012651106,1265,1106,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,4215185,459837,1896833,459837,1896833,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,459837.0,1651148.0,459837.0,1651148.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
255183,1006650010F,665,10,F,,U1,3,0,0,,0,0,0,0,0,,12 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
257720,1018190040E,1819,40,E,NATIONAL RR PASS CO,U9,3,7,60,,0,0,0,0,0,,RANDALLS ISLAND,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
258658,1007290001E,729,1,E,PORT AUTHORITY,U1,3,0,0,,0,0,0,0,0,,WEST 31 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
262368,4099170004,9917,4,,ELITE FAMILY CORP.,G9,4,88,80,1.0,181000,68850,81450,0,0,,181 HILLSIDE AVENUE,11697.0,,8,18,68850.0,75330.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
263903,3009020001,902,1,,GREENWOOD CEMETRY,Z8,4,3064,4770,5.0,322000000,137250000,144900000,137250000,144900000,1700.0,500 20 STREET,11215.0,X6,45,145,82368558.0,89991558.0,82368558.0,89991558.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
265631,5026650020,2665,20,,DEPT OF GENERAL SERVI,V9,4,131,2684,,228690000,102910500,102910500,102910500,102910500,2231.0,VICTORY BOULEVARD,,X1,0,0,44583300.0,44583300.0,44583300.0,44583300.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
265832,1013330023E,1333,23,E,,U1,3,0,0,,0,0,0,0,0,,TUDOR CITY PLACE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
266803,2055170061,5517,61,,EDGEWATER PARK OWNRSE,A8,1D,200,437,1.0,11490000,247962,469371,123725,123725,1010.0,2B EDGEWATER PARK,10465.0,,16,37,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
270464,1000160140,16,140,,AMERICAN EXPRESS CO,O4,4,187,250,50.0,398000000,38520000,179100000,38520000,179100000,3390.0,200 VESEY STREET,10281.0,,125,125,38520000.0,181029998.0,38520000.0,181029998.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
272381,1022150002F,2215,2,F,NYC & HRR CO,U9,3,0,0,,0,0,0,0,0,,BROADWAY,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
272788,1009950005E,995,5,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,BROADWAY,10036.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
272829,1007060001E,706,1,E,CONRAIL,U6,3,0,0,,0,0,0,0,0,,WEST 34 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
276294,1012651073,1265,1073,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,8530958,186354,3838931,0,2854570,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,186354.0,3291847.0,,2854570.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
276584,4000720200F,72,200,F,PENN TUNNEL,U6,3,0,0,,0,0,0,0,0,,21 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
279940,4158910030G,15891,30,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,ROCKAWAY BEACH BLVD,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
280598,1007559040,755,9040,,THE NEW YORK STATE UR,Z3,4,455,800,5.0,213000000,55350000,95850000,55350000,95850000,3390.0,441 8 AVENUE,10001.0,X3,375,735,50989500.0,85030470.0,50989500.0,85030470.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
281260,1012651049,1265,1049,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9394520,1024853,4227534,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1024853.0,3679977.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
282126,1012651089,1265,1089,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,14414468,1572478,6486511,1572478,6486511,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1572478.0,5646372.0,1572478.0,5646372.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
284932,1012651036,1265,1036,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9877031,1077488,4444664,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1077488.0,3868983.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
285887,1013980014E,1398,14,E,NEW YORK CITY TRANSIT,V9,4,0,0,,168000,75600,75600,75600,75600,6320.0,824 LEXINGTON AVENUE,10065.0,,0,0,69930.0,69930.0,69930.0,69930.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
288094,4158500016G,15850,16,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,BEACH 41 STREET,11691.0,X4,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
288788,1010870001E,1087,1,E,CONRAIL CORP,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
291743,1012651064,1265,1064,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9085265,991117,4088369,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,991117.0,3558838.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
294060,1011110001,1111,1,,CULTURAL AFFAIRS,Q1,4,840,0,,6150000000,2668500000,2767500000,2668500000,2767500000,2231.0,1000 5 AVENUE,10028.0,X1,0,0,2371005000.0,2465055000.0,2371005000.0,2465055000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
296226,1012651059,1265,1059,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,8686793,947646,3909057,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,947646.0,3402749.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
296228,4050660250F,5066,250,F,L I R R CO,U1,3,216,1171,,0,0,0,0,0,,DELONG STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
296886,4158450044G,15845,44,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,ROCKAWAY BEACH BLVD,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
300016,1007330047E,733,47,E,,U1,3,0,0,,0,0,0,0,0,,WEST 36 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
300570,1021780001G,2178,1,G,NATL PASS RR CORP,U9,3,0,0,,0,0,0,0,0,,RIVERSIDE DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
303352,4158530060G,15853,60,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
305934,1003670100F,367,100,F,,U1,3,0,0,,0,0,0,0,0,,AVENUE D,10009.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
307714,1012651095,1265,1095,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3117637,340106,1402937,340106,1402937,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,340106.0,1221225.0,340106.0,1221225.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
309700,4157580038F,15758,38,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,BEACH CHANNEL DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
310487,1008150001,815,1,,1411 BROADWAY ASSOCIA,O2,4,205,197,42.0,241111111,72000000,108500000,0,0,,1411 BROADWAY,10018.0,,197,179,72000000.0,118250000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
310556,1012860035E,1286,35,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,PARK AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
310662,2042260030,4226,30,,HUTCH REALTY PARTNERS,I1,4,601,338,2.0,277200000,27450000,124740000,27450000,124740000,3380.0,1500 WATERS PLACE,10461.0,X2,45,393,26619126.0,123777126.0,26619126.0,123777126.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
310715,2055170127,5517,127,,EDGEWATER PARK OWNRSE,A8,1D,100,170,1.0,2725000,58648,108718,28658,28658,1010.0,1 ALDEN PARK,10465.0,,18,39,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
312976,1012651035,1265,1035,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9955009,1085993,4479754,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1085993.0,3899531.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
315451,1017750006K,1775,6,K,HOUSING & DEV ADMIN,V1,4,0,0,,22200,9990,9990,9990,9990,2201.0,107 EAST 126 STREET,10035.0,,0,0,4328.0,4328.0,4328.0,4328.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
315452,4009260001,926,1,,NEW YORK STATE DEPART,T1,4,3030,5948,1.0,5279000000,343800000,2375550000,343800000,2375550000,2198.0,GRAND CENTRAL PKWY,,X1,380,240,333360000.0,1629810000.0,333360000.0,1629810000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
316479,1000621001,62,1001,,BROOKFIELD PROPERTIES,R5,4,0,0,54.0,447146560,55693699,201215952,0,0,,1 LIBERTY PLAZA,10006.0,,0,0,55713469.0,174290557.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
322579,1012651042,1265,1042,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9593752,1046588,4317188,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1046588.0,3758020.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
329904,1007830070E,783,70,E,,U6,3,647,17,,0,0,0,0,0,,8 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
