,BBLE,BLOCK,LOT,EASEMENT,OWNER,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,STADDR,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,EXCD2,PERIOD,YEAR,VALTYPE,manhattan_score,euclidean_score,autoencoder_score,weighted_score
892940,2032730001,3273,1,,"JESUITS/FORDHAM, INC.",W6,4,677,972,6.0,325000000,20250000,146250000,20250000,146250000,1601.0,441 EAST FORDHAM ROAD,10458.0,X7,112,94,19467000.0,134040384.0,19467000.0,134040384.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
893729,1007819001,781,9001,,MADISON SQ GARDEN ETC,P6,4,455,542,10.0,320000000,84150000,144000000,84150000,144000000,1992.0,420 8 AVENUE,10001.0,,425,455,69305490.0,125978130.0,69305490.0,125978130.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
894414,4038660070,3866,70,,PARKS AND RECREATION,Q1,4,610,534,3.0,242000000,103500000,108900000,103500000,108900000,2231.0,83-98 FOREST PARKWAY,11385.0,X1,20,20,97020000.0,102420000.0,97020000.0,102420000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
898577,3069460900,6946,900,,PARKS AND RECREATION,V1,4,364,173,,238637200,107386740,107386740,107386740,107386740,2191.0,2692 BAY 49 STREET,11214.0,X1,0,0,57975696.0,57975696.0,57975696.0,57975696.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
901789,4141400001,14140,1,,UNITED STATES OF AMER,V0,1B,999,999,,540143500,32408610,32408610,32408610,32408610,4600.0,CROSS BAY BOULEVARD,11414.0,X3,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
901912,1012651023,1265,1023,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9624079,1049896,4330836,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1049896.0,3769900.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
902909,1000160185,16,185,,,D8,2,196,70,24.0,70800000,2601000,31860000,2601000,31860000,2191.0,211 NORTH END AVENUE,10282.0,,196,70,2511450.0,28799550.0,2511450.0,28799550.0,5116.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
903058,1018190010E,1819,10,E,NATIONAL RR PASSG SER,U9,3,7,250,,0,0,0,0,0,,WARDS ISLAND,10035.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
903098,1009390017E,939,17,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
907040,1000160195,16,195,,,D8,2,196,135,24.0,73800000,4500000,33210000,4500000,33210000,6800.0,325 NORTH END AVENUE,10282.0,,0,0,4500000.0,38421000.0,4500000.0,38421000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
908009,1012651105,1265,1105,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3173099,346153,1427895,346153,1427895,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,346153.0,1242950.0,346153.0,1242950.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
908078,1008070001E,807,1,E,PENN CENTRAL RR,U8,3,128,27,,0,0,0,0,0,,7 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
915457,1021390030E,2139,30,E,PRESB HOSPITAL,U9,3,102,143,,0,0,0,0,0,,HAVEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
916681,1022150001F,2215,1,F,NYC & HRR CO,U9,3,0,0,,0,0,0,0,0,,BROADWAY,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
924295,1010760024E,1076,24,E,NATIONAL RR PASSENGER,U6,3,0,0,,0,0,0,0,0,,WEST 47 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
927678,3000560007F,56,7,F,CON EDISON CO OF N Y,U2,3,0,0,,0,0,0,0,0,,YORK STREET,11201.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
930576,1012790028E,1279,28,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,VANDERBILT AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
931264,1012790045E,1279,45,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,VANDERBILT AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
931810,1010810044E,1081,44,E,DEPT RE-CITY OF NY,U6,3,0,0,,0,0,0,0,0,,10 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
931824,1000167516,16,7516,,,R0,2,164,248,31.0,0,0,0,0,0,,2 RIVER TERRACE,10282.0,,235,164,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
933604,1009981005,998,1005,,"SPUSV5 1540 BROADWAY,",R5,4,180,186,44.0,276000000,25155000,124200000,0,0,,1538 BROADWAY,10036.0,,0,0,25155000.0,89399700.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
934630,1012651054,1265,1054,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9145032,997636,4115264,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,997636.0,3582246.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
937175,1007100015F,710,15,F,,U6,3,0,0,,0,0,0,0,0,,WEST 38 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
937413,3011170001,1117,1,,CITY OF NY/PARKS AND,Q1,4,526,250,,270500800,115650000,121725360,115650000,121725360,2231.0,95 PROSPECT PARK WEST,11215.0,X1,0,0,105934500.0,111919572.0,105934500.0,111919572.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
939547,1007290050F,729,50,F,,U6,3,0,0,,0,0,0,0,0,,9 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
940344,1010750023E,1075,23,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,WEST 46 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
940733,4000650001F,65,1,F,CITY OF NEW YORK,U7,3,68,102,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
944535,1012651098,1265,1098,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3198198,348894,1439189,348894,1439189,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,348894.0,1252781.0,348894.0,1252781.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
947179,1009980029,998,29,,1177 AVENUE OF THE AM,O3,4,200,210,48.0,296000000,42300000,133200000,0,0,,1177 AVENUE OF THE AMER,10036.0,,172,197,42300000.0,114066800.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
947835,1006650020E,665,20,E,,U1,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
948573,4158520073H,15852,73,H,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
948877,4002700002G,270,2,G,NYC DEPT PUBLIC WORKS,U1,3,0,0,,0,0,0,0,0,,QUEENS BOULEVARD,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
955146,1013000014E,1300,14,E,PENN CENTRAL,U7,3,0,0,,0,0,0,0,0,,LEXINGTON AVENUE,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
956816,1021400011F,2140,11,F,CITY OF NEW YORK,U6,3,900,100,,0,0,0,0,0,,RIVERSIDE DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
958738,1012651057,1265,1057,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9564311,1043374,4303940,1043374,4303940,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1043374.0,3746489.0,1043374.0,3746489.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
960908,1012651062,1265,1062,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,8951015,976468,4027957,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,976468.0,3506250.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
960980,1012651108,1265,1108,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,4303558,469477,1936601,469477,1936601,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,469477.0,1685768.0,469477.0,1685768.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
962760,1011300001,1130,1,,CULTURAL AFFAIRS,P7,4,800,960,7.0,684000000,193050000,307800000,193050000,307800000,2233.0,200 CENTRAL PARK WEST,10024.0,X1,400,300,178290000.0,278503200.0,178290000.0,278503200.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
965538,1012651031,1265,1031,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10462623,1141372,4708180,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1141372.0,4098371.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
966877,1012800054E,1280,54,E,NYC TRANSIT AUTHORITY,U7,3,0,0,,0,0,0,0,0,,LEXINGTON AVENUE,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
970851,2055160101,5516,101,,EDGEWATER PARK OWNRSE,A8,1D,200,550,1.0,11645000,254883,463768,122248,122248,1010.0,99B EDGEWATER PARK,10465.0,,21,42,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
972268,1022150001E,2215,1,E,NYC & HRR CO,U1,3,0,0,,0,0,0,0,0,,BROADWAY,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
972620,1000160205,16,205,,BROOKDALE DEVELOPMENT,D8,2,196,100,14.0,77200000,3600000,34740000,3600000,34740000,2191.0,455 NORTH END AVENUE,10282.0,,0,0,3600000.0,28458000.0,3600000.0,28458000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
973052,1000160210,16,210,,TRIBECA POINTE LLC,D8,2,100,121,20.0,62400000,2304000,28080000,2304000,28080000,6800.0,399 CHAMBERS STREET,10282.0,,0,0,2304000.0,29358000.0,2304000.0,29358000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
975683,1012651075,1265,1075,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,2624757,286335,1181141,286335,1181141,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,286335.0,1028156.0,286335.0,1028156.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
975918,4157860075G,15786,75,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,FAR ROCKAWAY BLVD,11691.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
976270,1008080001E,808,1,E,PENN CENTRAL RR,U6,3,27,122,,0,0,0,0,0,,7 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
979487,1007020001E,702,1,E,,U9,3,0,0,,0,0,0,0,0,,WEST 30 STREET,10001.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
981076,1012651029,1265,1029,,RCPI 30 ROCK 22234849,R5,4,0,0,70.0,11256617,1140805,5065478,1140805,5065478,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1140805.0,4394486.0,1140805.0,4394486.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
982788,1000840036,84,36,,THE CITY OF NEW YORK,O4,4,239,183,52.0,378000000,15120000,170100000,15120000,170100000,6120.0,7 WORLD TRADE CENTER,10048.0,,200,200,15120000.0,190512000.0,15120000.0,190512000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
983562,1012950001,1295,1,,101 PARK AVENUE ASSOC,O4,4,197,280,46.0,422000000,40770000,189900000,0,0,,101 PARK AVENUE,10017.0,,98,151,43073991.0,182770294.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
986264,4160900025F,16090,25,F,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,BEACH 75 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
991192,1010820025E,1082,25,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,10 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
992583,4085200002,8520,2,,LONG ISLAND JEWISH HO,I1,4,1607,471,9.0,299800000,14400000,134910000,14400000,134910000,1401.0,270-05 76 AVENUE,11004.0,X7,108,193,14364000.0,132588506.0,14364000.0,132588506.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
993894,1021400010F,2140,10,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,FT WASHINGTON AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
993949,1012840026,1284,26,,BROADWAY 280 PARK FEE,O4,4,159,200,41.0,281000000,34920000,126450000,0,0,,33 EAST 48 STREET,10017.0,,131,147,35163000.0,128880002.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
998987,1007390001,739,1,,111 CHELSEA LLC,O9,4,206,800,17.0,533000000,49500000,239850000,0,7560000,1985.0,103 8 AVENUE,10011.0,,207,800,44496000.0,207360000.0,,7560000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
999391,1013081005,1308,1005,,DAI-ICHI LIFE INVESTM,R5,4,200,325,57.0,429000000,38250000,193050000,0,0,,617 LEXINGTON AVENUE,10022.0,,0,0,38250000.0,182750000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1001419,1012800030E,1280,30,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1001804,4161000028F,16100,28,F,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,BEACH 77 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1002476,2042050001,4205,1,,ALBERT EINSTEIN COLLE,I1,4,601,673,12.0,291500000,18135000,131175000,18135000,131175000,2252.0,1400 PELHAM PARKWAY SOUTH,10461.0,X7,338,441,16821000.0,131157000.0,16821000.0,131157000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1004827,1007040005F,704,5,F,,U6,3,0,0,,0,0,0,0,0,,WEST 32 STREET,10001.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1005530,1010020001,1002,1,,LONG ISLAND HOLDING A,O4,4,200,350,33.0,354000000,46350000,159300000,0,0,,745 7 AVENUE,10019.0,,200,250,46350000.0,163050000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1005654,1010870005E,1087,5,E,CONRAIL CORPORATION,U6,3,0,0,,0,0,0,0,0,,WEST 58 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1006817,1012640040,1264,40,,MURPHY O'CONNOR & DAV,O3,4,70,161,11.0,32900000,7470000,14805000,0,0,,608 5 AVENUE,10020.0,,68,162,7470000.0,13221000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1007191,1000160100,16,100,,CITY OF NEW YORK,D6,2,257,271,34.0,260000000,39735000,117000000,39735000,117000000,2191.0,345 SOUTH END AVENUE,10280.0,,296,97,39735000.0,120730000.0,39735000.0,120730000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1007689,2055160098,5516,98,,EDGEWATER PARK OWNRSE,A8,1D,70,155,1.0,325000,10676,19384,5110,5110,1010.0,8 ALDEN PARK,10465.0,,18,43,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1009418,1020050009E,2005,9,E,N Y C & H R R CO,U9,3,0,0,,0,0,0,0,0,,WEST 134 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1010649,1000160215,16,215,,DEPARTMENT OF BUSINES,W1,4,371,245,10.0,113000000,11340000,50850000,11340000,50850000,2191.0,345 CHAMBERS STREET,10282.0,,371,245,9333180.0,46448730.0,9333180.0,46448730.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1012378,1006650014E,665,14,E,,U1,3,0,0,,0,0,0,0,0,,12 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1014363,1012651092,1265,1092,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,1242184,135511,558983,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,135511.0,486580.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1014618,1000030001,3,1,,PARKS AND RECREATION,Q1,4,323,1260,1.0,272300000,121050000,122535000,121050000,122535000,2231.0,BATTERY PARK,10004.0,X1,89,57,106348680.0,107758350.0,106348680.0,107758350.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1016940,1012651079,1265,1079,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,1231797,134378,554309,134378,554309,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,134378.0,482513.0,134378.0,482513.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1017866,1013710014E,1371,14,E,,U9,3,0,0,,0,0,0,0,0,,45 SUTTON PLACE SOUTH,10022.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1018732,1012651083,1265,1083,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,15106633,1647987,6797985,1647987,6797985,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1647987.0,5917500.0,1647987.0,5917500.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1018876,1012651051,1265,1051,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9400587,1025513,4230264,1025513,4230264,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1025513.0,3682354.0,1025513.0,3682354.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1019089,4158530060I,15853,60,I,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,EDGEMERE AVENUE,,X4,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1020511,1006650010H,665,10,H,,U1,3,0,0,,0,0,0,0,0,,12 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1020628,4158520073F,15852,73,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,BEACH 43 STREET,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1027808,1017750006E,1775,6,E,CNY/NYCTA,U7,3,46,290,,0,0,0,0,0,,EAST 127 STREET,10035.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1031365,1006800001G,680,1,G,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1032923,1010860001E,1086,1,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1033120,1012540010F,1254,10,F,RIVERSIDE PARK,U6,3,0,0,,0,0,0,0,0,,RIVERSIDE PARK,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1035306,1012800060,1280,60,,LANDGRAY ASSOC,O3,4,248,275,30.0,295000000,21555000,132750000,0,0,,420 LEXINGTON AVENUE,10017.0,,248,275,22086000.0,129394946.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1036152,4158450044I,15845,44,I,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,ROCKAWAY BEACH BLVD,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1037273,1012910010,1291,10,,550 MADISON AVENUE TR,O4,4,189,201,35.0,274000000,28485000,123300000,0,0,,550 MADISON AVENUE,10022.0,,189,192,28485000.0,119740000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1037511,1000161302,16,1302,,,R5,4,0,0,14.0,37500000,2700000,16875000,2700000,16875000,6800.0,102 NORTH END AVENUE,10282.0,,0,0,2700000.0,15717000.0,2700000.0,15717000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1038375,1012651060,1265,1060,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9052372,987526,4073567,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,987526.0,3545950.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1038862,1012800010G,1280,10,G,PENN CENTRAL RAILROAD,U1,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1041400,4065170001,6517,1,,NEW YORK STATE OWNED,W5,4,16,1660,3.0,410300000,31185000,184635000,31185000,184635000,3500.0,63-30 KISSENA BOULEVARD,11367.0,X1,162,65,29637000.0,147042000.0,29637000.0,147042000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1042568,1012651028,1265,1028,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,10228734,1115857,4602930,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1115857.0,4006752.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1044063,1012760058,1276,58,,BFP 300 MADISON II LL,O3,4,254,197,38.0,299000000,21465000,134550000,0,0,,300 MADISON AVENUE,10017.0,,254,197,21474000.0,142020000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1047068,4158520073G,15852,73,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1048161,1009360045E,936,45,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,2 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
1048228,1012651066,1265,1066,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,8984782,980153,4043152,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,980153.0,3519478.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
